year,dfozone,month,chal_load_median,lep_mot_load_median,lep_af_load_median,cal_mot_load_median
2018,3_5,8,229747.525,233201.858,136540.929,5075.575
2018,3_5,9,2929705.474,186370.644,24490.093,457275.028
2018,3_5,10,1299510.437,677310.305,163496.633,493817.385
2018,3_5,11,1798343.750,988972.800,60424.350,592353.500
2018,3_5,12,547102.889,198214.678,61514.900,862553.707
2019,2_3,1,3420.095,814594.648,489073.597,4372.802
2019,2_3,2,7614.514,2538.171,0.000,3736.440
2019,2_3,3,42731.800,10103.492,0.000,8811.544
2019,2_3,4,124140.133,66677.371,8698.700,33856.400
2019,2_3,5,29677.083,50411.500,8401.917,8855.644
2019,2_3,6,47518.204,31207.312,16631.567,32047.161
2019,2_3,7,699442.394,71433.307,18102.222,55291.889
2019,2_3,8,211335.500,126090.929,61457.519,187987.704
2019,2_3,9,254851.838,713527.467,304060.000,103371.820
2019,2_3,10,129696.211,1018701.128,563221.272,44697.787
2019,2_3,11,20126.322,1147200.367,776301.000,16473.333
2019,2_3,12,126319.717,603880.081,350847.900,43645.829
2019,2_4,1,0.000,36843.515,1958.147,0.000
2019,2_4,2,15700.867,52760.600,52318.880,69383.083
2019,2_4,3,22173.400,291848.500,72028.864,24361.867
2019,2_4,4,58647.600,167161.867,51172.000,13032.800
2019,2_4,5,44247.660,135078.519,60445.671,10410.053
2019,2_4,6,216243.683,471518.889,100056.550,6360.108
2019,2_4,7,416145.864,1522533.558,680386.808,138723.560
2019,2_4,8,1895672.575,3816313.050,1740223.988,105304.375
2019,2_4,9,382993.065,5986356.200,3212088.492,0.000
2019,2_4,10,93991.725,8281715.325,4756593.124,0.000
2019,2_4,11,0.000,3339501.905,2340159.802,0.000
2019,2_4,12,16464.400,1568376.041,1070538.300,0.000
2019,3_1,3,20701.587,10350.794,0.000,23289.286
2019,3_1,4,64469.044,8329.305,0.000,2543.756
2019,3_1,5,92186.667,23683.760,0.000,15789.174
2019,3_1,6,66375.200,6262.133,1565.533,48525.984
2019,3_1,7,127499.067,21768.133,3320.750,6641.500
2019,3_1,8,0.000,16611.625,3916.492,8364.539
2019,3_1,9,3307.000,111193.200,35256.349,0.000
2019,3_1,10,8667.467,119296.286,72800.081,13001.200
2019,3_1,11,13941.841,237405.125,97563.750,39025.500
2019,3_1,12,61460.156,640069.971,363282.957,201452.734
2019,3_2,1,285450.969,545553.123,237322.544,49742.425
2019,3_2,2,104551.106,622828.854,254305.830,41532.311
2019,3_2,3,152967.296,448175.712,197494.518,44364.828
2019,3_2,4,327664.208,210251.720,88900.254,57846.531
2019,3_2,5,106905.197,292702.200,131858.856,52262.515
2019,3_2,6,140211.675,292560.875,126871.067,72991.433
2019,3_2,7,106950.287,206925.556,111883.750,110056.210
2019,3_2,8,794800.005,428458.667,166312.909,300869.362
2019,3_2,9,160566.392,961306.952,332599.529,295724.810
2019,3_2,10,23550.177,1352057.236,847806.382,209805.417
2019,3_2,11,27757.450,540383.006,163687.050,72759.633
2019,3_2,12,108424.617,386289.140,134920.200,235108.280
2019,3_3,1,377459.279,234495.000,76388.523,776925.300
2019,3_3,2,185368.528,236163.466,89827.425,279522.674
2019,3_3,3,338689.554,274946.946,105876.715,504642.975
2019,3_3,4,137108.000,133499.555,39264.575,297067.333
2019,3_3,5,79091.405,146550.104,47146.057,150984.386
2019,3_3,6,129495.750,166121.408,65498.229,58278.080
2019,3_3,7,33127.050,71201.588,24092.400,15822.575
2019,3_3,8,8299.846,100138.740,40311.500,4479.125
2019,3_3,9,18897.093,125880.551,61295.685,13510.633
2019,3_3,10,58588.887,220624.545,82785.207,10302.690
2019,3_3,11,45355.433,168699.417,84369.167,24315.720
2019,3_3,12,76860.905,95480.537,49903.690,40304.305
2019,3_4,1,534444.429,273395.850,112162.400,71963.062
2019,3_4,2,496604.787,724416.414,287932.694,144892.995
2019,3_4,3,147221.400,194422.719,90368.990,69198.533
2019,3_4,4,175999.744,121692.667,45634.750,9263.144
2019,3_4,5,491413.827,367545.500,124965.470,89955.030
2019,3_4,6,1688810.246,377745.067,97113.750,243074.287
2019,3_4,7,5836561.167,349174.183,142728.133,353396.200
2019,3_4,8,4163968.431,1038346.246,409803.717,900155.939
2019,3_4,9,1227964.317,775015.967,424606.342,238480.325
2019,3_4,10,453864.283,860845.686,363572.429,131355.200
2019,3_4,11,61224.333,460317.217,244109.527,41519.217
2019,3_4,12,174073.922,302434.125,92066.469,37301.789
2019,3_5,1,589405.230,469229.198,198343.835,1182913.647
2019,3_5,2,253778.201,201489.626,26003.658,342166.241
2019,3_5,3,439143.428,364078.333,119580.833,212670.678
2019,3_5,4,1316024.619,460214.689,170588.886,454311.619
2019,3_5,5,838526.229,224144.119,47768.419,106292.057
2019,3_5,6,3921613.267,283363.833,91848.967,330304.333
2019,3_5,7,3399961.964,838771.717,384015.967,285978.109
2019,3_5,8,4448203.326,2891975.263,1291858.762,63748.137
2019,3_5,9,2170426.514,2061478.125,443867.812,52001.250
2019,3_5,10,1710838.812,5533329.473,3048288.635,111057.000
2019,3_5,11,593903.246,1814079.342,1266595.275,6055.833
2019,3_5,12,6793.325,622721.458,446095.008,8805.467
2020,2_3,1,120881.693,298504.988,168389.401,33071.974
2020,2_3,2,57616.778,380210.027,149001.227,19070.562
2020,2_3,3,219294.813,534259.183,175783.921,38087.176
2020,2_3,4,132822.550,552648.600,229602.800,82763.800
2020,2_3,5,95628.831,774273.705,347291.137,135406.625
2020,2_3,6,264782.812,1501826.128,546335.478,164444.062
2020,2_3,7,99458.850,989856.000,665126.226,40463.953
2020,2_3,8,37193.917,677620.119,437995.008,13764.454
2020,2_3,9,37964.759,911403.623,451213.656,3844.787
2020,2_3,10,81938.442,338299.021,174536.438,29905.750
2020,2_3,11,100678.482,82953.220,3950.153,60783.714
2020,2_3,12,298190.925,112830.046,27610.271,107198.924
2020,2_4,1,34327.200,897340.694,715721.806,0.000
2020,2_4,2,117047.368,825848.553,331318.688,14689.006
2020,2_4,3,274325.247,1399837.504,523236.342,31665.783
2020,2_4,4,220290.127,522641.152,322142.726,16554.562
2020,2_4,5,55270.872,824064.360,309711.996,7494.356
2020,2_4,6,33085.061,996586.404,544266.872,1248.493
2020,2_4,7,60309.900,355321.250,157475.850,0.000
2020,2_4,8,57428.700,100566.310,16703.920,0.000
2020,2_4,10,557372.625,0.000,0.000,306008.500
2020,2_4,11,726114.640,31234.160,3904.270,222543.390
2020,2_4,12,1021994.723,81382.898,10479.525,487493.442
2020,3_1,1,33536.125,269638.125,127210.700,13947.400
2020,3_1,2,2954.350,76022.700,38011.350,9706.425
2020,3_1,3,4210.183,59940.920,28418.737,4210.183
2020,3_1,4,10796.950,71566.733,38775.906,2752.567
2020,3_1,5,31891.664,203881.071,82237.743,41497.917
2020,3_1,6,7017.637,187221.480,102406.380,3602.971
2020,3_1,7,4959.579,57631.131,30998.581,815.858
2020,3_1,8,0.000,56368.000,36991.500,0.000
2020,3_2,1,418220.312,693949.736,345587.147,112195.036
2020,3_2,2,344760.851,746069.738,350873.604,362590.320
2020,3_2,3,105035.813,671740.667,312664.747,54084.800
2020,3_2,4,173774.857,658817.647,223448.985,26504.100
2020,3_2,5,89012.971,493467.482,169915.111,80679.470
2020,3_2,6,270873.264,769057.790,360280.044,143474.291
2020,3_2,7,451174.900,913901.527,341650.800,85518.250
2020,3_2,8,762965.786,917165.669,537077.614,110538.127
2020,3_2,9,178722.360,2241184.909,1054288.451,120657.511
2020,3_2,10,62307.354,1393570.783,818629.451,28887.798
2020,3_2,11,180123.295,1708954.964,859168.032,42148.682
2020,3_2,12,282038.830,1138993.571,581287.189,153741.492
2020,3_3,1,359564.741,181520.981,70905.979,311652.924
2020,3_3,2,351303.715,316660.655,84822.275,305215.828
2020,3_3,3,41194.200,117871.200,52952.016,36570.902
2020,3_3,4,19885.800,66472.000,26138.531,17897.220
2020,3_3,5,84035.280,43249.700,12467.517,63704.625
2020,3_3,6,266378.509,126762.618,26555.136,167705.458
2020,3_3,7,25409.700,101828.600,25409.700,28148.600
2020,3_3,8,7984.352,36203.112,11425.213,9624.330
2020,3_3,9,6063.701,136342.169,29927.110,3207.525
2020,3_3,10,24434.900,201587.925,108537.688,11515.533
2020,3_3,11,316156.265,153824.280,67184.050,35645.910
2020,3_3,12,598894.691,233157.065,90588.430,242460.834
2020,3_4,1,233644.283,868946.717,448912.050,202141.683
2020,3_4,2,191901.150,699005.070,322286.318,131073.277
2020,3_4,3,150033.792,247516.096,63646.996,32630.300
2020,3_4,4,233316.114,382677.153,245532.740,84505.633
2020,3_4,5,464276.473,545254.927,210543.982,167854.717
2020,3_4,6,2532420.380,819827.335,318011.315,466805.600
2020,3_4,7,6868760.231,826736.867,307306.796,911042.271
2020,3_4,8,13786116.019,2634044.062,591425.281,2731490.100
2020,3_4,9,2740147.057,3681621.000,1254478.267,657977.100
2020,3_4,10,419418.347,2363149.854,1319085.802,91362.247
2020,3_4,11,138549.626,875655.386,428131.465,60820.461
2020,3_4,12,619185.246,778112.008,367259.038,225405.358
2020,3_5,1,82732.125,621436.979,451954.167,6779.312
2020,3_5,2,60833.475,521683.276,338454.961,57829.535
2020,3_5,3,1007258.056,577997.400,285264.867,480384.611
2020,3_5,4,1464285.413,858080.167,432241.875,724535.518
2020,3_5,5,1265305.982,1165398.167,386478.000,751503.960
2020,3_5,6,336053.143,162934.857,35642.000,89192.400
2020,3_5,7,41207.923,217164.968,83053.323,53887.285
2020,3_5,8,61133.613,501230.256,245938.535,76665.512
2020,3_5,9,642798.327,710173.667,345393.107,143937.773
2020,3_5,10,2914219.281,1946428.150,995425.809,377550.989
2020,3_5,11,904689.000,1540608.350,737322.550,387241.283
2020,3_5,12,1556413.553,2715405.703,1156964.649,504122.406
2021,2_3,1,282154.303,240513.867,81915.766,171889.244
2021,2_3,2,335353.156,654440.000,236447.156,659106.305
2021,2_3,3,221808.067,210304.800,113915.100,44564.178
2021,2_3,4,729637.946,319892.144,111776.026,396974.589
2021,2_3,5,590470.152,416801.378,152891.191,463150.164
2021,2_3,6,196984.258,642388.719,270998.053,258627.983
2021,2_3,7,813755.004,1229300.841,428354.314,241415.008
2021,2_3,8,776634.944,1002254.500,566792.200,358012.820
2021,2_3,9,204314.460,1282559.926,759437.059,212443.343
2021,2_3,10,49976.558,1096146.448,724307.118,13091.102
2021,2_3,11,106220.100,738283.323,411253.125,62772.139
2021,2_3,12,83309.854,1396893.131,570483.783,51258.675
2021,2_4,1,1754.492,116208.250,43465.700,0.000
2021,2_4,2,43608.169,130687.697,22703.093,141503.100
2021,2_4,3,194359.200,247431.133,41487.908,564140.490
2021,2_4,4,161327.534,178594.880,63779.098,225814.465
2021,2_4,5,27396.216,165630.165,45441.434,25798.000
2021,2_4,6,2222.167,92903.523,35526.405,2222.167
2021,2_4,7,57378.150,278382.504,108886.697,76096.696
2021,2_4,8,39454.720,1804091.000,806534.800,37958.750
2021,2_4,9,677795.300,5973052.800,3024250.240,298566.044
2021,2_4,10,172466.468,1173773.982,443002.105,32182.133
2021,2_4,11,5138.756,1050681.792,545508.403,0.000
2021,2_4,12,35094.850,950417.500,500723.200,0.000
2021,3_1,5,9523.683,1545.625,0.000,6682.367
2021,3_1,6,0.000,6137.600,0.000,0.000
2021,3_1,7,4677.975,19177.750,0.000,0.000
2021,3_1,8,0.000,15267.933,7633.967,0.000
2021,3_1,9,24465.750,318780.000,193545.000,5692.500
2021,3_1,10,13982.850,666483.700,330116.850,0.000
2021,3_1,11,0.000,81037.000,34667.000,0.000
2021,3_1,12,31223.475,25943.400,17295.600,0.000
2021,3_2,1,397095.900,1054506.900,505503.833,135807.000
2021,3_2,2,655899.834,844964.398,254542.119,283224.350
2021,3_2,3,530936.944,899893.125,350958.319,295574.271
2021,3_2,4,65579.700,280909.475,131334.300,77045.400
2021,3_2,5,1000705.629,645105.714,224371.665,526697.999
2021,3_2,6,416203.117,272179.147,104121.168,173212.674
2021,3_2,7,1192996.615,788187.385,239226.150,334562.923
2021,3_2,8,3413794.167,1231767.992,483806.542,1390252.083
2021,3_2,9,3216560.407,1705107.593,636458.395,1032130.955
2021,3_2,10,1962655.117,909452.931,277509.572,633633.278
2021,3_2,11,1434346.594,1549211.006,556855.537,994440.094
2021,3_2,12,448833.272,1228638.373,599945.014,460334.604
2021,3_3,1,672704.109,614355.950,181701.213,1136741.261
2021,3_3,2,109005.961,770498.023,293195.811,279455.455
2021,3_3,3,7777.337,315420.365,134806.909,37402.732
2021,3_3,4,31949.795,268701.562,100052.673,18452.975
2021,3_3,5,342918.262,429750.189,145802.837,86539.293
2021,3_3,6,97290.150,333228.360,114717.960,43702.080
2021,3_3,7,78425.315,495453.538,191043.500,37637.574
2021,3_3,8,3289.733,442563.147,258244.067,1432.250
2021,3_3,9,9761.915,407736.967,192524.368,4579.364
2021,3_3,10,15638.257,518972.400,252398.603,14913.000
2021,3_3,11,59736.500,339901.535,183659.850,39110.521
2021,3_3,12,238735.214,419346.638,207023.177,103940.607
2021,3_4,1,768133.810,1066992.181,359255.756,175315.908
2021,3_4,2,1055517.733,1657859.125,491356.438,169568.733
2021,3_4,3,1464175.224,1647426.331,603280.562,548456.989
2021,3_4,4,219617.206,1486777.971,775706.389,118840.309
2021,3_4,5,21722.400,688749.285,289122.750,15927.038
2021,3_4,6,287240.460,894606.653,448872.812,81613.238
2021,3_4,7,1368644.977,1496635.560,660166.905,174406.334
2021,3_4,8,2902901.404,3335473.874,1463401.913,610860.425
2021,3_4,9,5636276.250,5427146.125,2250445.681,1370659.604
2021,3_4,10,3818453.120,4524136.715,1947899.681,1058712.640
2021,3_4,11,628117.000,2534160.800,1149081.782,441781.057
2021,3_4,12,218072.956,927523.891,374459.858,111999.520
2021,3_5,1,629373.148,1252806.644,529933.052,190923.902
2021,3_5,2,1150702.422,1986408.272,930678.709,367005.868
2021,3_5,3,975311.975,572594.346,168173.492,466246.558
2021,3_5,4,1600154.030,1168673.560,323126.630,335163.500
2021,3_5,5,402823.920,864682.380,232665.540,181733.780
2021,3_5,6,734413.312,837582.556,186480.644,325068.188
2021,3_5,7,94511.455,847977.773,357043.273,103700.068
2021,3_5,8,23491.634,179293.916,94492.739,9691.563
2021,3_5,9,86669.247,150226.696,65483.431,3851.967
2021,3_5,10,606202.343,312723.431,93817.029,38489.038
2021,3_5,11,1829406.211,547094.197,167007.702,520219.395
2021,3_5,12,2010234.500,792106.350,359469.950,645773.450
2022,2_3,1,117367.143,2020590.132,873660.794,62258.700
2022,2_3,2,73944.675,998888.368,393101.443,16432.150
2022,2_3,3,349997.790,1387119.400,426196.571,95811.483
2022,2_3,4,268499.571,1288249.693,592137.921,227939.665
2022,2_3,5,224595.879,578694.200,255365.688,92907.772
2022,2_3,6,124733.458,437726.188,159269.538,70946.650
2022,2_3,7,24912.763,239150.805,129093.410,101364.606
2022,2_3,8,251762.014,341868.900,94421.178,376126.382
2022,2_3,9,172326.103,251044.742,104546.953,879458.028
2022,2_3,10,29437.767,201690.692,102060.350,77923.500
2022,2_3,11,22036.930,209979.848,108911.632,11122.203
2022,2_3,12,27487.244,176773.542,113335.576,12253.813
2022,2_4,1,83699.100,878840.550,440295.440,86144.760
2022,2_4,2,38313.825,876901.338,361566.800,44273.486
2022,2_4,3,139690.415,592579.167,332368.898,251769.700
2022,2_4,4,65410.310,536357.175,282049.894,174372.343
2022,2_4,5,62158.150,641475.946,289598.345,65037.315
2022,2_4,6,10740.017,230458.600,82448.188,10330.763
2022,2_4,7,0.000,513798.450,263175.740,4480.650
2022,2_4,8,143249.050,3989025.000,1815006.375,266842.767
2022,2_4,9,0.000,1825649.280,1064943.920,0.000
2022,2_4,10,7889.480,800782.220,444897.514,0.000
2022,2_4,11,0.000,754487.950,450569.960,0.000
2022,2_4,12,0.000,338568.190,167236.537,2143.625
2022,3_1,1,46279.000,76689.700,24217.800,11538.250
2022,3_1,2,124702.900,161155.000,48346.500,41096.367
2022,3_1,3,99750.000,284573.750,54650.240,26018.171
2022,3_1,4,22717.750,248673.700,116263.029,2271.775
2022,3_1,5,4801.371,185555.850,111576.067,1800.780
2022,3_1,6,0.000,89365.500,52271.638,2088.100
2022,3_1,7,0.000,50691.000,32445.000,0.000
2022,3_1,8,0.000,72282.350,41304.200,0.000
2022,3_1,9,0.000,39627.000,16309.200,0.000
2022,3_1,10,0.000,21526.625,13207.600,0.000
2022,3_2,1,233229.013,1037110.080,501649.387,309131.947
2022,3_2,2,20379.648,740609.839,335256.404,5374.852
2022,3_2,3,465.557,181567.159,121044.773,0.000
2022,3_2,4,356502.400,154163.200,70658.133,35329.067
2022,3_2,5,107213.958,312040.625,168021.875,14401.875
2022,3_2,6,574033.929,293442.718,150469.715,141902.044
2022,3_2,7,96751.333,105675.000,43209.333,87358.000
2022,3_2,8,32900.783,108538.667,36462.208,28152.217
2022,3_2,9,620861.629,8045612.514,3227537.729,150838.400
2022,3_2,10,1743042.680,1964123.580,1289970.980,179255.620
2022,3_2,11,337407.484,851477.072,418574.910,44302.344
2022,3_2,12,317967.314,926366.187,455676.318,156218.605
2022,3_3,1,859602.767,638461.540,275826.125,417189.638
2022,3_3,2,482841.867,758742.823,330188.223,188382.750
2022,3_3,3,10660.263,452905.819,199811.391,28383.890
2022,3_3,4,23380.067,302922.539,83391.240,14377.800
2022,3_3,5,65119.765,279336.005,94621.075,121804.780
2022,3_3,6,30709.668,440796.588,186995.630,84681.568
2022,3_3,7,20923.891,563768.761,164878.575,31155.356
2022,3_3,8,12165.981,380828.867,163585.119,22284.108
2022,3_3,9,1630.551,338877.935,145225.170,8609.283
2022,3_3,10,9800.367,212720.100,112120.555,6729.538
2022,3_3,11,28847.011,242153.794,123808.884,2250.048
2022,3_3,12,4436.367,219676.100,150304.700,20233.325
2022,3_4,1,316058.129,1143975.932,456138.053,135536.673
2022,3_4,2,397682.214,1055299.934,545368.554,130358.602
2022,3_4,3,36740.200,797667.733,279207.850,18313.800
2022,3_4,4,120293.113,851113.575,266102.946,36372.375
2022,3_4,5,119293.669,424481.034,149139.350,104637.497
2022,3_4,6,1051139.665,786553.667,285466.617,252533.312
2022,3_4,7,3320844.552,1754987.464,567777.986,412029.703
2022,3_4,8,3895876.028,2522789.125,1068608.880,607221.705
2022,3_4,9,1147536.070,1429828.091,502330.036,153151.792
2022,3_4,10,0.000,852536.988,360422.141,14147.083
2022,3_4,11,108201.800,1276532.863,612051.138,8178.186
2022,3_4,12,7556.651,503967.758,296253.127,0.000
2022,3_5,1,1552384.060,1416106.070,427022.994,474010.400
2022,3_5,2,562968.750,1204160.526,470523.355,254679.446
2022,3_5,3,2918517.522,1553667.674,330773.048,407939.749
2022,3_5,4,593929.952,305561.943,53812.125,74461.439
2022,3_5,5,1140528.672,805028.330,239695.423,214877.376
2022,3_5,6,258131.005,866797.507,435864.944,51958.753
2022,3_5,7,835848.918,1518321.618,516744.035,309840.547
2022,3_5,8,44753.694,922236.218,379078.691,63256.710
2022,3_5,9,182059.821,702356.200,422847.100,31557.036
2022,3_5,10,501367.059,1173548.495,431071.695,40109.365
2022,3_5,11,1814452.860,537810.721,174904.155,90174.942
2022,3_5,12,1496701.967,2145956.244,286481.617,390041.025
2023,2_3,1,28924.110,124214.064,76247.358,8278.014
2023,2_3,2,72718.800,160193.688,49514.412,13539.050
2023,2_3,3,237237.325,137335.905,64096.175,39955.760
2023,2_3,4,104614.133,100150.981,59475.256,71744.687
2023,2_3,5,155157.807,54943.626,11845.843,382080.556
2023,2_3,6,210858.341,56691.917,23127.045,257294.083
2023,2_3,7,2518295.175,186222.850,59252.725,1206216.188
2023,2_4,1,7620.770,122411.508,43226.600,0.000
2023,2_4,2,102293.750,137755.917,59038.250,20458.750
2023,2_4,3,35744.250,105507.390,22470.833,257358.600
2023,2_4,4,86679.277,115098.923,16312.150,145941.685
2023,2_4,5,27046.313,79700.250,20702.356,63147.198
2023,2_4,6,21693.760,125909.583,22380.600,7974.500
2023,2_4,7,182522.218,444306.925,127873.120,404573.620
2023,3_2,1,145429.753,379520.346,235359.779,45814.042
2023,3_2,2,474428.369,393065.260,186835.105,102614.385
2023,3_2,3,696433.948,510203.296,188688.026,221620.941
2023,3_2,4,523636.201,720705.306,268171.112,218490.528
2023,3_2,5,682098.480,465553.350,218137.290,201308.190
2023,3_2,6,2333966.913,1211345.617,462489.830,375862.218
2023,3_2,7,1250499.187,867824.811,288992.005,237653.591
2023,3_3,1,317810.500,783917.988,337382.425,141570.132
2023,3_3,2,81661.200,430906.748,142924.516,7840.742
2023,3_3,3,17921.094,422425.781,170677.083,11947.396
2023,3_3,4,120906.877,600828.650,180805.440,19037.274
2023,3_3,5,93570.750,348538.660,155925.190,4798.500
2023,3_3,6,48987.521,538991.167,181558.926,11733.400
2023,3_3,7,11001.125,770078.750,583059.625,6884.867
2023,3_4,1,147984.688,761117.500,562056.000,15936.812
2023,3_4,2,131716.964,385742.536,150533.673,26462.132
2023,3_4,3,188075.038,619751.528,277330.987,31877.125
2023,3_4,4,27856.572,525876.952,266310.416,6515.192
2023,3_4,5,32408.207,116849.699,50271.633,7431.550
2023,3_4,6,372666.478,250813.300,82653.448,82207.487
2023,3_4,7,955416.714,502287.225,141420.675,221545.905
2023,3_5,1,437779.511,967543.822,502509.556,277055.631
2023,3_5,2,158337.338,297530.025,208525.317,81668.732
2023,3_5,3,318397.915,294022.955,175195.025,19804.655
2023,3_5,4,105237.038,283575.804,101588.842,39365.929
2023,3_5,5,121624.201,246023.392,92150.275,44390.843
2023,3_5,6,125836.946,723078.268,272083.219,82883.958
2023,3_5,7,163841.111,4739600.764,1875270.100,90112.611
